RIC,Description,Currency,Type/Sub Type,Exchange,Comment
3180.T,BEAUTY GARAGE ORD,JPY,EQTY,TSE,ビューティガレージ
3181.T,KAITORI OKOKU ORD,JPY,EQTY,TSE,買取王国
3182.T,OISIX RA DAICHI ORD,JPY,EQTY,TSE,オイシックス・ラ・大地
3183.T,WIN-PARTNERS ORD,JPY,EQTY,TSE,ウイン・パートナーズ
3184.T,ICDA HOLDINGS ORD,JPY,EQTY,TSE,ＩＣＤＡホールディングス
3185.T,DREAM VISION ORD,JPY,EQTY,TSE,夢展望
3186.T,NEXTAGE ORD,JPY,EQTY,TSE,ネクステージ
3187.T,SANWA COMPANY ORD,JPY,EQTY,TSE,サンワカンパニー
3189.T,ANAP ORD,JPY,EQTY,TSE,ＡＮＡＰ
3190.T,HOTMAN ORD,JPY,EQTY,TSE,ホットマン
3191.T,JOYFUL HONDA ORD,JPY,EQTY,TSE,ジョイフル本田
3192.T,SHIROHATO ORD,JPY,EQTY,TSE,白鳩
3193.T,TORIKIZOKU ORD,JPY,EQTY,TSE,鳥貴族
3194.T,KIRINDO HOLDINGS ORD,JPY,EQTY,TSE,キリン堂ホールディングス
3195.T,GENERATION PASS ORD,JPY,EQTY,TSE,ジェネレーションパス
3196.T,HOTLAND ORD,JPY,EQTY,TSE,ホットランド
3197.T,SKYLARK HLDG ORD,JPY,EQTY,TSE,すかいらーくホールディングス
3198.T,SFP HOLDINGS ORD,JPY,EQTY,TSE,ＳＦＰホールディングス
3199.T,WATAHAN ORD,JPY,EQTY,TSE,綿半ホールディングス
3201.T,JAPAN WOOL TEXT ORD,JPY,EQTY,TSE,日本毛織
3202.T,DAITOBO ORD,JPY,EQTY,TSE,ダイトウボウ
3204.T,TOABO ORD,JPY,EQTY,TSE,トーア紡コーポレーション
3205.T,DAIDOH ORD,JPY,EQTY,TSE,ダイドーリミテッド
3209.T,KANEYO ORD,JPY,EQTY,TSE,カネヨウ
3221.T,YOSSIX ORD,JPY,EQTY,TSE,ヨシックス
3222.T,UNITED SUPER MAR ORD,JPY,EQTY,TSE,ユナイテッド・スーパーマーケット・ホールディングス
3223.T,SLD ENTERTAINMEN ORD,JPY,EQTY,TSE,エスエルディー
3224.T,GENERAL OYSTER ORD,JPY,EQTY,TSE,ゼネラル・オイスター
3226.T,NPN ACCOMM FUND REIT ORD,JPY,EQTY,TSE,日本アコモデーションファンド投資法人
3227.T,MCUBS MIDCITY REIT ORD,JPY,EQTY,TSE,ＭＣＵＢＳ　ＭｉｄＣｉｔｙ投資法人
3228.T,SANEI ARCHITECT ORD,JPY,EQTY,TSE,三栄建築設計
3230.T,STAR MICA ORD,JPY,EQTY,TSE,スター・マイカ
3231.T,NOMURA REAL EST ORD,JPY,EQTY,TSE,野村不動産ホールディングス
3232.T,MIE KOTSU GROUP ORD,JPY,EQTY,TSE,三重交通グループホールディングス
3234.T,MORI HILLS REIT ORD,JPY,EQTY,TSE,森ヒルズリート投資法人
3236.T,PROPERST ORD,JPY,EQTY,TSE,プロパスト
3237.T,INTRANCE ORD,JPY,EQTY,TSE,イントランス
3238.T,CENTRAL GEN DEV ORD,JPY,EQTY,TSE,セントラル総合開発
3241.T,WILL ORD,JPY,EQTY,TSE,ウィル
3242.T,URBANET CORP ORD,JPY,EQTY,TSE,アーバネットコーポレーション
3244.T,SAMTY ORD,JPY,EQTY,TSE,サムティ
3245.T,DEAR LIFE ORD,JPY,EQTY,TSE,ディア・ライフ
3246.T,KOSE R.E. ORD,JPY,EQTY,TSE,コーセーアールイー
3248.T,EARLY AGE ORD,JPY,EQTY,TSE,アールエイジ
3249.T,IND & INFRA FUND REIT ORD,JPY,EQTY,TSE,産業ファンド投資法人
3250.T,A D WORKS ORD,JPY,EQTY,TSE,エー・ディー・ワークス
3252.T,NPN CMCL DVLP ORD,JPY,EQTY,TSE,日本商業開発
3254.T,PRESSANCE ORD,JPY,EQTY,TSE,プレサンスコーポレーション
3258.T,UNIZO HOLDINGS ORD,JPY,EQTY,TSE,ユニゾホールディングス
3261.T,GRANDES ORD,JPY,EQTY,TSE,グランディーズ
3264.T,ASCOT ORD,JPY,EQTY,TSE,アスコット
3266.T,FUND CREATION GP ORD,JPY,EQTY,TSE,ファンドクリエーショングループ
3267.T,PHIL ORD,JPY,EQTY,TSE,フィル・カンパニー
3269.T,ADVANCE RESIDENC REIT ORD,JPY,EQTY,TSE,アドバンス・レジデンス投資法人
3271.T,THE GLOBAL ORD,JPY,EQTY,TSE,ＴＨＥグローバル社
3275.T,HOUSECOM ORD,JPY,EQTY,TSE,ハウスコム
3276.T,JAPAN PROPERTY ORD,JPY,EQTY,TSE,日本管理センター
3277.T,SANSEI LANDIC ORD,JPY,EQTY,TSE,サンセイランディック
3278.T,KENEDIX RES NEXT REIT ORD,JPY,EQTY,TSE,ケネディクス・レジデンシャル・ネクスト投資法人
3279.T,ACTIVIA PROPERTI REIT ORD,JPY,EQTY,TSE,アクティビア・プロパティーズ投資法人
3280.T,STRUST ORD,JPY,EQTY,TSE,エストラスト
3281.T,GLP JREIT ORD,JPY,EQTY,TSE,ＧＬＰ投資法人
3282.T,COMFORIA RESIDEN REIT ORD,JPY,EQTY,TSE,コンフォリア・レジデンシャル投資法人
3283.T,NIPPON PROLOGIS REIT ORD,JPY,EQTY,TSE,日本プロロジスリート投資法人
3284.T,HOOSIERS HOLDING ORD,JPY,EQTY,TSE,フージャースホールディングス
3286.T,TRUST HOLDINGS ORD,JPY,EQTY,TSE,トラストホールディングス
3287.T,HOSHINO RESORTS REIT ORD,JPY,EQTY,TSE,星野リゾート・リート投資法人
3288.T,OPEN HOUSE ORD,JPY,EQTY,TSE,オープンハウス
3289.T,TOKYU FUDOSAN HD ORD,JPY,EQTY,TSE,東急不動産ホールディングス
3290.T,ONE REIT ORD,JPY,EQTY,TSE,Ｏｎｅリート投資法人
3291.T,IIDA GROUP HLDG ORD,JPY,EQTY,TSE,飯田グループホールディングス
3292.T,AEON REIT INVEST REIT ORD,JPY,EQTY,TSE,イオンリート投資法人
3293.T,AZUMA HOUSE ORD,JPY,EQTY,TSE,アズマハウス
3294.T,E'GRAND ORD,JPY,EQTY,TSE,イーグランド
3295.T,HULIC REIT ORD,JPY,EQTY,TSE,ヒューリックリート投資法人
3296.T,NIPPON REIT INVE REIT ORD,JPY,EQTY,TSE,日本リート投資法人
3297.T,TOUBUJYUHAN ORD,JPY,EQTY,TSE,東武住販
3298.T,INVESCO OFFICE J REIT ORD,JPY,EQTY,TSE,インベスコ・オフィス・ジェイリート投資法人
3299.T,MUGEN ESTATE ORD,JPY,EQTY,TSE,ムゲンエステート
3300.T,AMBITION ORD,JPY,EQTY,TSE,ＡＭＢＩＴＩＯＮ
3302.T,TEIKOKU SENI ORD,JPY,EQTY,TSE,帝国繊維
3306.T,NIHON SEIMA ORD,JPY,EQTY,TSE,日本製麻
3308.T,NIPPON HEALTHCAR REIT ORD,JPY,EQTY,TSE,日本ヘルスケア投資法人
3309.T,SEKISUI HSE REIT ORD,JPY,EQTY,TSE,積水ハウス・リート投資法人
3313.T,BOOKOFF CORP ORD,JPY,EQTY,TSE,ブックオフコーポレーション
3315.T,NPN COKE & ENG ORD,JPY,EQTY,TSE,日本コークス工業
3316.T,TOKYO NISSAN COM ORD,JPY,EQTY,TSE,東京日産コンピュータシステム
3317.T,FLYING GARDEN ORD,JPY,EQTY,TSE,フライングガーデン
3319.T,GOLF DIGEST ORD,JPY,EQTY,TSE,ゴルフダイジェスト・オンライン
3320.T,CROSS PLUS INC ORD,JPY,EQTY,TSE,クロスプラス
3321.T,MITACHI ORD,JPY,EQTY,TSE,ミタチ産業
3322.T,ALPHA GROUP INC ORD,JPY,EQTY,TSE,アルファグループ
3323.T,RECOMM ORD,JPY,EQTY,TSE,レカム
3326.T,RUNSYSTEM CO LTD ORD,JPY,EQTY,TSE,ランシステム
3328.T,BEENOS ORD,JPY,EQTY,TSE,ＢＥＥＮＯＳ
3329.T,TOWA FOOD SVC ORD,JPY,EQTY,TSE,東和フードサービス
3333.T,ASAHI ORD,JPY,EQTY,TSE,あさひ
3341.T,NIHON CHOUZAI ORD,JPY,EQTY,TSE,日本調剤
3344.T,WONDER ORD,JPY,EQTY,TSE,ワンダーコーポレーション
3347.T,TRUST ORD,JPY,EQTY,TSE,トラスト
3349.T,COSMOS PHARM ORD,JPY,EQTY,TSE,コスモス薬品
3350.T,RED PLANET JAPAN ORD,JPY,EQTY,TSE,レッド・プラネット・ジャパン
3352.T,BUFFALO ORD,JPY,EQTY,TSE,バッファロー
3353.T,MEDICAL IKKOU ORD,JPY,EQTY,TSE,メディカル一光
3355.T,KURIYAMA HOLDING ORD,JPY,EQTY,TSE,クリヤマホールディングス
3356.T,TERILOGY ORD,JPY,EQTY,TSE,テリロジー
3358.T,Y.S.FOOD ORD,JPY,EQTY,TSE,ワイエスフード
3359.T,TAISEI CO LTD ORD,JPY,EQTY,TSE,タイセイ
3360.T,SHIP HEALTHCARE ORD,JPY,EQTY,TSE,シップヘルスケアホールディングス
3361.T,TOELL ORD,JPY,EQTY,TSE,トーエル
3366.T,ICHIROKUDO ORD,JPY,EQTY,TSE,一六堂
3370.T,FUJITA ORD,JPY,EQTY,TSE,フジタコーポレーション
3371.T,SOFTCREATE HLDG ORD,JPY,EQTY,TSE,ソフトクリエイトホールディングス
3372.T,KANMONKAI ORD,JPY,EQTY,TSE,関門海
3374.T,NAIGAI TEC ORD,JPY,EQTY,TSE,内外テック
3375.T,ZOA ORD,JPY,EQTY,TSE,ＺＯＡ
3376.T,ONLY ORD,JPY,EQTY,TSE,オンリー
3377.T,BIKE O & COMPANY ORD,JPY,EQTY,TSE,バイク王＆カンパニー
3382.T,SEVEN & I HLDG ORD,JPY,EQTY,TSE,セブン＆アイ・ホールディングス
3385.T,YAKUODO ORD,JPY,EQTY,TSE,薬王堂
3386.T,COSMO BIO ORD,JPY,EQTY,TSE,コスモ・バイオ
3387.T,CREATE REST HLD ORD,JPY,EQTY,TSE,クリエイト・レストランツ・ホールディングス
3388.T,MEIJI ELEC IND ORD,JPY,EQTY,TSE,明治電機工業
3390.T,INEST ORD,JPY,EQTY,TSE,ＩＮＥＳＴ
3391.T,TSURUHA HOLDINGS ORD,JPY,EQTY,TSE,ツルハホールディングス
3392.T,DELICA FOODS HLD ORD,JPY,EQTY,TSE,デリカフーズホールディングス
3393.T,STARTIA HLDG ORD,JPY,EQTY,TSE,スターティアホールディングス
3395.T,SAINT MARC HLDG ORD,JPY,EQTY,TSE,サンマルクホールディングス
3396.T,FELISSIMO ORD,JPY,EQTY,TSE,フェリシモ
3397.T,TORIDOLL HLDG ORD,JPY,EQTY,TSE,トリドールホールディングス
3399.T,YAMAOKAYA ORD,JPY,EQTY,TSE,丸千代山岡家
3401.T,TEIJIN ORD,JPY,EQTY,TSE,帝人
3402.T,TORAY INDS ORD,JPY,EQTY,TSE,東レ
3405.T,KURARAY ORD,JPY,EQTY,TSE,クラレ
3407.T,ASAHI KASEI ORD,JPY,EQTY,TSE,旭化成
3408.T,SAKAI OVEX ORD,JPY,EQTY,TSE,サカイオーベックス
3409.T,KITANIHON SPIN ORD,JPY,EQTY,TSE,北日本紡績
3415.T,TOKYO BASE ORD,JPY,EQTY,TSE,ＴＯＫＹＯ　ＢＡＳＥ
3416.T,PIXTA ORD,JPY,EQTY,TSE,ピクスタ
3417.T,OHKI HEALTHCARE ORD,JPY,EQTY,TSE,大木ヘルスケアホールディングス
3418.T,BALNIBARBI ORD,JPY,EQTY,TSE,バルニバービ
3420.T,KFC ORD,JPY,EQTY,TSE,ケー・エフ・シー
3421.T,INABA SEISAKUSHO ORD,JPY,EQTY,TSE,稲葉製作所
3423.T,S E CORP ORD,JPY,EQTY,TSE,エスイー
3424.T,MIYAKO ORD,JPY,EQTY,TSE,ミヤコ
3426.T,ATOM LIVIN TECH ORD,JPY,EQTY,TSE,アトムリビンテック
3431.T,MIYAJI ENGINEERING ORD,JPY,EQTY,TSE,宮地エンジニアリンググループ
3433.T,TOCALO ORD,JPY,EQTY,TSE,トーカロ
3434.T,ALPHA CORP ORD,JPY,EQTY,TSE,アルファ
3435.T,SANKO TECHNO ORD,JPY,EQTY,TSE,サンコーテクノ
3436.T,SUMCO ORD,JPY,EQTY,TSE,ＳＵＭＣＯ
3437.T,TOKUDEN ORD,JPY,EQTY,TSE,特殊電極
3439.T,MITSUCHI ORD,JPY,EQTY,TSE,三ツ知
3441.T,SANNO ORD,JPY,EQTY,TSE,山王
3443.T,KAWADA TECH ORD,JPY,EQTY,TSE,川田テクノロジーズ
3444.T,KIKUCHI SEISAKU ORD,JPY,EQTY,TSE,菊池製作所
3445.T,RS TECHNOLOGIES ORD,JPY,EQTY,TSE,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ
3446.T,JTEC ORD,JPY,EQTY,TSE,ジェイテックコーポレーション
3447.T,SHINWA ORD,JPY,EQTY,TSE,信和
3451.T,TOSEI REIT INVES REIT ORD,JPY,EQTY,TSE,トーセイ・リート投資法人
3452.T,B-LOT ORD,JPY,EQTY,TSE,ビーロット
3453.T,KENEDIX RETAIL REIT ORD,JPY,EQTY,TSE,ケネディクス商業リート投資法人
3454.T,FIRST BROTHERS ORD,JPY,EQTY,TSE,ファーストブラザーズ
3455.T,HEALTHCARE & MED REIT ORD,JPY,EQTY,TSE,ヘルスケア＆メディカル投資法人
3456.T,TSON ORD,JPY,EQTY,TSE,ＴＳＯＮ
3457.T,HOUSE DO ORD,JPY,EQTY,TSE,ハウスドゥ
3458.T,CRE ORD,JPY,EQTY,TSE,シーアールイー
3459.T,SAMTY RESIDENTIA REIT ORD,JPY,EQTY,TSE,サムティ・レジデンシャル投資法人
3461.T,PALMA ORD,JPY,EQTY,TSE,パルマ
3462.T,NOMURA REAL MF REIT ORD,JPY,EQTY,TSE,野村不動産マスターファンド投資法人
3463.T,ICHIGO HOTEL REIT ORD,JPY,EQTY,TSE,いちごホテルリート投資法人
3464.T,PROPERTY AGENT ORD,JPY,EQTY,TSE,プロパティエージェント
3465.T,KI-STAR REAL EST ORD,JPY,EQTY,TSE,ケイアイスター不動産
3466.T,LASALLE LOGIPORT REIT ORD,JPY,EQTY,TSE,ラサールロジポート投資法人
3467.T,AGRATIO URBAN DE ORD,JPY,EQTY,TSE,アグレ都市デザイン
3468.T,STAR ASIA INVEST REIT ORD,JPY,EQTY,TSE,スターアジア不動産投資法人
3469.T,DUALTAP ORD,JPY,EQTY,TSE,デュアルタップ
3470.T,MARIMO REGIONAL REIT ORD,JPY,EQTY,TSE,マリモ地方創生リート投資法人
3471.T,MITSUI FUDOSAN L REIT ORD,JPY,EQTY,TSE,三井不動産ロジスティクスパーク投資法人
3472.T,OOEDO ONSEN REIT ORD,JPY,EQTY,TSE,大江戸温泉リート投資法人
3473.T,SAKURA SOGO REIT ORD,JPY,EQTY,TSE,さくら総合リート投資法人
3474.T,G-FACTORY ORD,JPY,EQTY,TSE,Ｇ－ＦＡＣＴＯＲＹ
3475.T,GOOD COM ASSET ORD,JPY,EQTY,TSE,グッドコムアセット
3476.T,MIRAI REIT ORD,JPY,EQTY,TSE,投資法人みらい
3477.T,FORLIFE ORD,JPY,EQTY,TSE,フォーライフ
3478.T,MORI TRUST HOTEL REIT ORD,JPY,EQTY,TSE,森トラスト・ホテルリート投資法人
3479.T,TKP ORD,JPY,EQTY,TSE,ティーケーピー
3480.T,J.S.B. ORD,JPY,EQTY,TSE,ジェイ・エス・ビー
3481.T,MITSUB EST REIT ORD,JPY,EQTY,TSE,三菱地所物流リート投資法人
3482.T,LOADSTAR CAPITAL ORD,JPY,EQTY,TSE,ロードスターキャピタル
3483.T,SHOEI ORD,JPY,EQTY,TSE,翔栄
3484.T,TENPO INNOVATION ORD,JPY,EQTY,TSE,テンポイノベーション
3486.T,GLOBAL LINK MNG ORD,JPY,EQTY,TSE,グローバル・リンク・マネジメント
3487.T,CRE LOGISTICS REIT ORD,JPY,EQTY,TSE,ＣＲＥロジスティクスファンド投資法人
3488.T,XYMAX REIT INVES REIT ORD,JPY,EQTY,TSE,ザイマックス・リート投資法人
3489.T,FAITHNETWORK ORD,JPY,EQTY,TSE,フェイスネットワーク
3490.T,AZPLANNING ORD,JPY,EQTY,TSE,アズ企画設計
3491.T,GA TECHNOLOGIES ORD,JPY,EQTY,TSE,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ
3492.T,TAKARA LEBEN REA REIT ORD,JPY,EQTY,TSE,タカラレーベン不動産投資法人
3501.T,SUMINOE TEXTILE ORD,JPY,EQTY,TSE,住江織物
3512.T,NIPPON FELT ORD,JPY,EQTY,TSE,日本フエルト
3513.T,ICHIKAWA ORD,JPY,EQTY,TSE,イチカワ
3515.T,FUJI ORD,JPY,EQTY,TSE,フジコー
3521.T,ECONACH HOLDINGS ORD,JPY,EQTY,TSE,エコナックホールディングス
3524.T,NITTO SEIMO ORD,JPY,EQTY,TSE,日東製網
3526.T,ASHIMORI IND ORD,JPY,EQTY,TSE,芦森工業
3528.T,PROSPECT ORD,JPY,EQTY,TSE,プロスペクト
3529.T,ATSUGI ORD,JPY,EQTY,TSE,アツギ
3536.T,AXAS HOLDINGS ORD,JPY,EQTY,TSE,アクサスホールディングス
3537.T,SHOEI YAKUHIN ORD,JPY,EQTY,TSE,昭栄薬品
3538.T,WILLPLUS HOLDING ORD,JPY,EQTY,TSE,ウイルプラスホールディングス
3539.T,JAPAN MEAT ORD,JPY,EQTY,TSE,ジャパンミート
3540.T,C.I.MEDICAL ORD,JPY,EQTY,TSE,歯愛メディカル
3541.T,NOUSOUKEN ORD,JPY,EQTY,TSE,農業総合研究所
3542.T,VEGA ORD,JPY,EQTY,TSE,ベガコーポレーション
3543.T,KOMEDA HOLDINGS ORD,JPY,EQTY,TSE,コメダホールディングス
3544.T,SATUDORA HLDG ORD,JPY,EQTY,TSE,サツドラホールディングス
3545.T,DEFACTOSTANDARD ORD,JPY,EQTY,TSE,デファクトスタンダード
3546.T,DAIYU LIC HLDG ORD,JPY,EQTY,TSE,ダイユー・リックホールディングス
3547.T,KUSHIKATSU TANAK ORD,JPY,EQTY,TSE,串カツ田中ホールディングス
3548.T,BAROQUE JAPAN ORD,JPY,EQTY,TSE,バロックジャパンリミテッド
3549.T,KUSURI NO AOKI H ORD,JPY,EQTY,TSE,クスリのアオキホールディングス
3550.T,STUDIO ATAO ORD,JPY,EQTY,TSE,スタジオアタオ
3551.T,DYNIC ORD,JPY,EQTY,TSE,ダイニック
3553.T,KYOWA LEATHER ORD,JPY,EQTY,TSE,共和レザー
3556.T,RENETJAPANGROUP ORD,JPY,EQTY,TSE,リネットジャパングループ
3557.T,UNITED&COLLECTIV ORD,JPY,EQTY,TSE,ユナイテッド＆コレクティブ
3558.T,LOCONDO ORD,JPY,EQTY,TSE,ロコンド
3559.T,P-BAN.COM ORD,JPY,EQTY,TSE,ピーバンドットコム
3560.T,HOBONICHI ORD,JPY,EQTY,TSE,ほぼ日
3561.T,CHIKARANOMOTO HD ORD,JPY,EQTY,TSE,力の源ホールディングス
3562.T,NO1 ORD,JPY,EQTY,TSE,Ｎｏ．１
3563.T,SUSHIRO GLOBAL H ORD,JPY,EQTY,TSE,スシローグローバルホールディングス
3564.T,LIXIL VIVA ORD,JPY,EQTY,TSE,ＬＩＸＩＬビバ
3565.T,ASCENTECH ORD,JPY,EQTY,TSE,アセンテック
3566.T,UNIFORM NEXT ORD,JPY,EQTY,TSE,ユニフォームネクスト
3569.T,SEIREN ORD,JPY,EQTY,TSE,セーレン
3571.T,SOTOH ORD,JPY,EQTY,TSE,ソトー
3577.T,TOKAI SENKO ORD,JPY,EQTY,TSE,東海染工
3578.T,SOKO SEIREN ORD,JPY,EQTY,TSE,倉庫精練
3580.T,KOMATSU SEIREN ORD,JPY,EQTY,TSE,小松精練
3583.T,AUBEX ORD,JPY,EQTY,TSE,オーベクス
3591.T,WACOAL HLDG ORD,JPY,EQTY,TSE,ワコールホールディングス
3593.T,HOGY MEDICAL ORD,JPY,EQTY,TSE,ホギメディカル
3597.T,JICHODO ORD,JPY,EQTY,TSE,自重堂
3598.T,YAMAKI CO ORD,JPY,EQTY,TSE,山喜
3600.T,FUJIX ORD,JPY,EQTY,TSE,フジックス
3604.T,KAWAMOTO ORD,JPY,EQTY,TSE,川本産業
3606.T,RENOWN ORD,JPY,EQTY,TSE,レナウン
3607.T,KURAUDIA HLDG ORD,JPY,EQTY,TSE,クラウディアホールディングス
3608.T,TSI HOLDINGS ORD,JPY,EQTY,TSE,ＴＳＩホールディングス
3610.T,HAKATA TAKUMI KO ORD,JPY,EQTY,TSE,はかた匠工芸
3611.T,MATSUOKA ORD,JPY,EQTY,TSE,マツオカコーポレーション
3622.T,NETYEAR GROUP ORD,JPY,EQTY,TSE,ネットイヤーグループ
3623.T,BILLING SYSTEM ORD,JPY,EQTY,TSE,ビリングシステム
3624.T,AXEL MARK ORD,JPY,EQTY,TSE,アクセルマーク
3625.T,TECHFIRM HLDG ORD,JPY,EQTY,TSE,テックファームホールディングス
3626.T,TIS ORD,JPY,EQTY,TSE,ＴＩＳ
3627.T,NEOS ORD,JPY,EQTY,TSE,ネオス
3628.T,DATA HORIZON ORD,JPY,EQTY,TSE,データホライゾン
3630.T,DENSAN SYSTEM ORD,JPY,EQTY,TSE,電算システム
3632.T,GREE ORD,JPY,EQTY,TSE,グリー
3633.T,GMO PEPABO ORD,JPY,EQTY,TSE,ＧＭＯペパボ
3634.T,SOCKETS ORD,JPY,EQTY,TSE,ソケッツ
3635.T,KOEI TECMO HLDG ORD,JPY,EQTY,TSE,コーエーテクモホールディングス
3636.T,MITSUB RESEARCH ORD,JPY,EQTY,TSE,三菱総合研究所
3639.T,VOLTAGE ORD,JPY,EQTY,TSE,ボルテージ
3640.T,DENSAN ORD,JPY,EQTY,TSE,電算
3641.T,PAPYLESS ORD,JPY,EQTY,TSE,パピレス
3645.T,MEDICAL NET ORD,JPY,EQTY,TSE,メディカルネット
3646.T,EKITAN ORD,JPY,EQTY,TSE,駅探
3647.T,G THREE HOLDINGS ORD,JPY,EQTY,TSE,ジー・スリーホールディングス
3648.T,AGS ORD,JPY,EQTY,TSE,ＡＧＳ
3649.T,FINDEX ORD,JPY,EQTY,TSE,ファインデックス
3651.T,TRIUMPH ORD,JPY,EQTY,TSE,トライアンフコーポレーション
3652.T,DIGITAL MEDIA PF ORD,JPY,EQTY,TSE,ディジタルメディアプロフェッショナル
3653.T,MORPHO ORD,JPY,EQTY,TSE,モルフォ
3654.T,HITO-COMMUNICATI ORD,JPY,EQTY,TSE,ヒト・コミュニケーションズ
3655.T,BRAINPAD ORD,JPY,EQTY,TSE,ブレインパッド
3656.T,KLAB ORD,JPY,EQTY,TSE,ＫＬａｂ
3657.T,POLETOWIN PITCREW ORD,JPY,EQTY,TSE,ポールトゥウィン・ピットクルーホールディングス
3658.T,EBOOK INITIATIVE ORD,JPY,EQTY,TSE,イーブックイニシアティブジャパン
3659.T,NEXON ORD,JPY,EQTY,TSE,ネクソン
3660.T,ISTYLE ORD,JPY,EQTY,TSE,アイスタイル
3661.T,M-UP ORD,JPY,EQTY,TSE,エムアップ
3662.T,ATEAM ORD,JPY,EQTY,TSE,エイチーム
3663.T,ARTSPARK HOLDING ORD,JPY,EQTY,TSE,アートスパークホールディングス
3664.T,MOBCAST HLDG ORD,JPY,EQTY,TSE,モブキャストホールディングス
3665.T,ENIGMO ORD,JPY,EQTY,TSE,エニグモ
3666.T,TECNOS JAPAN ORD,JPY,EQTY,TSE,テクノスジャパン
3667.T,ENISH ORD,JPY,EQTY,TSE,ｅｎｉｓｈ
3668.T,COLOPL ORD,JPY,EQTY,TSE,コロプラ
3670.T,KYORITSU C & C ORD,JPY,EQTY,TSE,協立情報通信
3671.T,SOFTMAX ORD,JPY,EQTY,TSE,ソフトマックス
3672.T,ALTPLUS ORD,JPY,EQTY,TSE,オルトプラス
3673.T,BROADLEAF ORD,JPY,EQTY,TSE,ブロードリーフ
3674.T,AUCFAN ORD,JPY,EQTY,TSE,オークファン
3675.T,CROSS MARKET GRP ORD,JPY,EQTY,TSE,クロス・マーケティンググループ
3676.T,DIGITAL HEARTS H ORD,JPY,EQTY,TSE,デジタルハーツホールディングス
3677.T,SYSTEM INFO ORD,JPY,EQTY,TSE,システム情報
3678.T,MEDIA DO HOLDING ORD,JPY,EQTY,TSE,メディアドゥホールディングス
3679.T,ZIGEXN ORD,JPY,EQTY,TSE,じげん
3680.T,HOTTO LINK ORD,JPY,EQTY,TSE,ホットリンク
3681.T,V-CUBE ORD,JPY,EQTY,TSE,ブイキューブ
3682.T,ENCOURAGE TECHNO ORD,JPY,EQTY,TSE,エンカレッジ・テクノロジ
3683.T,CYBERLINKS ORD,JPY,EQTY,TSE,サイバーリンクス
3685.T,MINNANO WEDDING ORD,JPY,EQTY,TSE,みんなのウェディング
3686.T,DLE ORD,JPY,EQTY,TSE,ディー・エル・イー
3687.T,FIXSTARS ORD,JPY,EQTY,TSE,フィックスターズ
3688.T,VOYAGE GROUP ORD,JPY,EQTY,TSE,ＶＯＹＡＧＥ　ＧＲＯＵＰ
3689.T,IGNIS ORD,JPY,EQTY,TSE,イグニス
3690.T,LOCKON ORD,JPY,EQTY,TSE,ロックオン
3691.T,REALWORLD ORD,JPY,EQTY,TSE,リアルワールド
3692.T,FFRI ORD,JPY,EQTY,TSE,ＦＦＲＩ
3693.T,E-COMETRUE ORD,JPY,EQTY,TSE,イー・カムトゥルー
3694.T,OPTIM ORD,JPY,EQTY,TSE,オプティム
3695.T,GMO RESEARCH ORD,JPY,EQTY,TSE,ＧＭＯリサーチ
3696.T,CERES ORD,JPY,EQTY,TSE,セレス
3697.T,SHIFT ORD,JPY,EQTY,TSE,ＳＨＩＦＴ
3698.T,CRI MIDDLEWARE ORD,JPY,EQTY,TSE,ＣＲＩ・ミドルウェア
3708.T,TOKUSHU TOKAI ORD,JPY,EQTY,TSE,特種東海製紙
3710.T,JORUDAN ORD,JPY,EQTY,TSE,ジョルダン
3711.T,SOTSU ORD,JPY,EQTY,TSE,創通
3712.T,INFORMATION PLAN ORD,JPY,EQTY,TSE,情報企画
3719.T,GEXEED ORD,JPY,EQTY,TSE,ジェクシード
3723.T,NIHON FALCOM ORD,JPY,EQTY,TSE,日本ファルコム
3724.T,VERISERVE CORP ORD,JPY,EQTY,TSE,ベリサーブ
3726.T,4CS HOLDINGS ORD,JPY,EQTY,TSE,フォーシーズホールディングス
3727.T,APLIX ORD,JPY,EQTY,TSE,アプリックス
3733.T,SOFTWARE SERVICE ORD,JPY,EQTY,TSE,ソフトウェア・サービス
3738.T,T-GAIA ORD,JPY,EQTY,TSE,ティーガイア
3741.T,SYSTEMS ENGINEER ORD,JPY,EQTY,TSE,セック
3742.T,ITBOOK ORD,JPY,EQTY,TSE,ＩＴｂｏｏｋ
3744.T,SIOS ORD,JPY,EQTY,TSE,サイオス
3747.T,INTERTRADE ORD,JPY,EQTY,TSE,インタートレード
3750.T,SEVEN SEAS HLDG ORD,JPY,EQTY,TSE,セブンシーズホールディングス
3751.T,JAPAN ASIA GROUP ORD,JPY,EQTY,TSE,日本アジアグループ
3753.T,FLIGHT HOLDINGS ORD,JPY,EQTY,TSE,フライトホールディングス
3754.T,EXCITE ORD,JPY,EQTY,TSE,エキサイト
3756.T,MAMEZOU HLDG ORD,JPY,EQTY,TSE,豆蔵ホールディングス
3758.T,AERIA ORD,JPY,EQTY,TSE,アエリア
3760.T,CAVE INTERACTIVE ORD,JPY,EQTY,TSE,ケイブ
3762.T,TECHMATRIX ORD,JPY,EQTY,TSE,テクマトリックス
3763.T,PRO-SHIP ORD,JPY,EQTY,TSE,プロシップ
